Season,market,Team_Name,wins,losses,ties
1996,Ball State University,Cardinals,16,13,0
1995,Ball State University,Cardinals,16,12,0
1994,Ball State University,Cardinals,19,11,0
1993,Ball State University,Cardinals,16,12,0
1992,Ball State University,Cardinals,26,8,0
1991,Ball State University,Cardinals,24,9,0
1990,Ball State University,Cardinals,21,10,0
1989,Ball State University,Cardinals,26,7,0
1988,Ball State University,Cardinals,29,3,0
1987,Ball State University,Cardinals,14,14,0
1986,Ball State University,Cardinals,9,18,0
1985,Ball State University,Cardinals,21,10,0
1984,Ball State University,Cardinals,13,16,0
1983,Ball State University,Cardinals,8,19,0
1982,Ball State University,Cardinals,17,12,0
1981,Ball State University,Cardinals,17,11,0
1980,Ball State University,Cardinals,20,10,0
1979,Ball State University,Cardinals,14,15,0
1978,Ball State University,Cardinals,16,11,0
1977,Ball State University,Cardinals,10,15,0
1976,Ball State University,Cardinals,11,14,0
1975,Ball State University,Cardinals,11,14,0
1974,Ball State University,Cardinals,10,15,0
1973,Ball State University,Cardinals,14,12,0
1972,Ball State University,Cardinals,9,15,0
1971,Ball State University,Cardinals,9,15,0
2016,Baylor University,Bears,27,8,0
2015,Baylor University,Bears,22,12,0
2014,Baylor University,Bears,24,10,0
2013,Baylor University,Bears,26,12,0
2012,Baylor University,Bears,23,14,0
2011,Baylor University,Bears,30,8,0
2010,Baylor University,Bears,18,13,0
2009,Baylor University,Bears,28,8,0
2008,Baylor University,Bears,24,15,0
2007,Baylor University,Bears,21,11,0
2006,Baylor University,Bears,15,16,0
2005,Baylor University,Bears,4,13,0
2004,Baylor University,Bears,9,19,0
2003,Baylor University,Bears,8,21,0
2002,Baylor University,Bears,14,14,0
2001,Baylor University,Bears,14,16,0
2000,Baylor University,Bears,19,12,0
1999,Baylor University,Bears,14,15,0
1998,Baylor University,Bears,6,24,0
1997,Baylor University,Bears,14,14,0
1996,Baylor University,Bears,19,11,0
1995,Baylor University,Bears,9,18,0
1994,Baylor University,Bears,9,19,0
1993,Baylor University,Bears,16,11,0
1992,Baylor University,Bears,16,11,0
1991,Baylor University,Bears,13,15,0
1990,Baylor University,Bears,12,15,0
1989,Baylor University,Bears,16,14,0
1988,Baylor University,Bears,5,22,0
1987,Baylor University,Bears,23,11,0
1986,Baylor University,Bears,18,13,0
1985,Baylor University,Bears,11,16,0
1984,Baylor University,Bears,11,17,0
1983,Baylor University,Bears,5,23,0
1982,Baylor University,Bears,12,16,0
1981,Baylor University,Bears,17,11,0
1980,Baylor University,Bears,15,12,0
1979,Baylor University,Bears,11,16,0
1978,Baylor University,Bears,16,12,0
1977,Baylor University,Bears,14,13,0
1976,Baylor University,Bears,11,17,0
1975,Baylor University,Bears,12,15,0
1974,Baylor University,Bears,10,16,0
1973,Baylor University,Bears,12,13,0
1972,Baylor University,Bears,14,11,0
1971,Baylor University,Bears,14,12,0
1970,Baylor University,Bears,18,8,0
1969,Baylor University,Bears,15,9,0
1968,Baylor University,Bears,18,6,0
1967,Baylor University,Bears,15,9,0
1966,Baylor University,Bears,14,10,0
1965,Baylor University,Bears,8,16,0
1964,Baylor University,Bears,15,9,0
1963,Baylor University,Bears,7,17,0
1962,Baylor University,Bears,7,17,0
1961,Baylor University,Bears,4,20,0
1960,Baylor University,Bears,4,20,0
1959,Baylor University,Bears,12,12,0
1958,Baylor University,Bears,11,13,0
1957,Baylor University,Bears,5,19,0
1956,Baylor University,Bears,9,15,0
1955,Baylor University,Bears,6,17,0
1954,Baylor University,Bears,13,11,0
1953,Baylor University,Bears,12,11,0
1952,Baylor University,Bears,10,11,0
1951,Baylor University,Bears,6,18,0
1950,Baylor University,Bears,8,16,0
1949,Baylor University,Bears,14,13,0
1948,Baylor University,Bears,14,10,0
1947,Baylor University,Bears,24,8,0
1946,Baylor University,Bears,11,11,0
1945,Baylor University,Bears,25,5,0
1944,Baylor University,Bears,0,17,0
1943,Baylor University,Bears,6,12,0
1942,Baylor University,Bears,6,14,0
1941,Baylor University,Bears,11,9,0
1940,Baylor University,Bears,10,12,0
1939,Baylor University,Bears,12,9,0
1938,Baylor University,Bears,14,7,0
1937,Baylor University,Bears,10,6,0
1936,Baylor University,Bears,11,9,0
1935,Baylor University,Bears,12,13,0
1934,Baylor University,Bears,8,9,0
1933,Baylor University,Bears,8,10,0
1932,Baylor University,Bears,4,13,0
1931,Baylor University,Bears,14,4,0
1930,Baylor University,Bears,12,8,0
1929,Baylor University,Bears,10,6,0
1928,Baylor University,Bears,7,9,0
1927,Baylor University,Bears,8,10,0
1926,Baylor University,Bears,8,4,0
1925,Baylor University,Bears,8,7,0
1924,Baylor University,Bears,3,12,0
1923,Baylor University,Bears,11,23,0
1922,Baylor University,Bears,6,17,0
1921,Baylor University,Bears,10,8,0
1920,Baylor University,Bears,13,11,0
1919,Baylor University,Bears,8,13,0
1918,Baylor University,Bears,2,9,0
1917,Baylor University,Bears,2,15,0
1916,Baylor University,Bears,7,10,0
1915,Baylor University,Bears,8,9,0
1914,Baylor University,Bears,1,9,0
1913,Baylor University,Bears,1,8,0
1912,Baylor University,Bears,5,4,0
1911,Baylor University,Bears,13,0,0
1910,Baylor University,Bears,8,3,0
1909,Baylor University,Bears,8,5,0
1908,Baylor University,Bears,11,5,0
1907,Baylor University,Bears,5,3,0
1906,Baylor University,Bears,5,6,0
2016,Belmont University,Bruins,23,7,0
2015,Belmont University,Bruins,20,12,0
2014,Belmont University,Bruins,22,11,0
2013,Belmont University,Bruins,26,10,0
2012,Belmont University,Bruins,26,7,0
2011,Belmont University,Bruins,27,8,0
2010,Belmont University,Bruins,30,5,0
2009,Belmont University,Bruins,19,12,0
2008,Belmont University,Bruins,20,13,0
2007,Belmont University,Bruins,25,9,0
2006,Belmont University,Bruins,23,10,0
2005,Belmont University,Bruins,20,11,0
2004,Belmont University,Bruins,14,16,0
2003,Belmont University,Bruins,21,9,0
2002,Belmont University,Bruins,17,12,0
2001,Belmont University,Bruins,11,17,0
2000,Belmont University,Bruins,13,15,0
1999,Belmont University,Bruins,7,21,0
2016,Bethune-Cookman University,Wildcats,10,22,0
2015,Bethune-Cookman University,Wildcats,14,18,0
2014,Bethune-Cookman University,Wildcats,11,21,0
2013,Bethune-Cookman University,Wildcats,7,25,0
2012,Bethune-Cookman University,Wildcats,14,20,0
2011,Bethune-Cookman University,Wildcats,18,17,0
2010,Bethune-Cookman University,Wildcats,21,13,0
2009,Bethune-Cookman University,Wildcats,17,16,0
2008,Bethune-Cookman University,Wildcats,17,16,0
2007,Bethune-Cookman University,Wildcats,11,21,0
2006,Bethune-Cookman University,Wildcats,9,21,0
2005,Bethune-Cookman University,Wildcats,15,15,0
2004,Bethune-Cookman University,Wildcats,13,17,0
2003,Bethune-Cookman University,Wildcats,8,21,0
2002,Bethune-Cookman University,Wildcats,8,22,0
2001,Bethune-Cookman University,Wildcats,12,17,0
2000,Bethune-Cookman University,Wildcats,10,19,0
1999,Bethune-Cookman University,Wildcats,14,15,0
1998,Bethune-Cookman University,Wildcats,11,16,0
1997,Bethune-Cookman University,Wildcats,1,26,0
1996,Bethune-Cookman University,Wildcats,12,16,0
1995,Bethune-Cookman University,Wildcats,12,15,0
1994,Bethune-Cookman University,Wildcats,12,16,0
1993,Bethune-Cookman University,Wildcats,9,18,0
1992,Bethune-Cookman University,Wildcats,3,24,0
1991,Bethune-Cookman University,Wildcats,4,25,0
1990,Bethune-Cookman University,Wildcats,5,24,0
1989,Bethune-Cookman University,Wildcats,10,18,0
1988,Bethune-Cookman University,Wildcats,12,16,0
1987,Bethune-Cookman University,Wildcats,6,21,0
1986,Bethune-Cookman University,Wildcats,10,19,0
1985,Bethune-Cookman University,Wildcats,7,22,0
1984,Bethune-Cookman University,Wildcats,8,19,0
1983,Bethune-Cookman University,Wildcats,6,22,0
1982,Bethune-Cookman University,Wildcats,5,21,0
1981,Bethune-Cookman University,Wildcats,10,18,0
1980,Bethune-Cookman University,Wildcats,13,15,0
2016,Binghamton University,Bearcats,12,20,0
2015,Binghamton University,Bearcats,8,22,0
2014,Binghamton University,Bearcats,6,26,0
2013,Binghamton University,Bearcats,7,23,0
2012,Binghamton University,Bearcats,3,27,0
2011,Binghamton University,Bearcats,2,29,0
2010,Binghamton University,Bearcats,8,23,0
2009,Binghamton University,Bearcats,13,18,0
2008,Binghamton University,Bearcats,23,9,0
2007,Binghamton University,Bearcats,14,16,0
2006,Binghamton University,Bearcats,13,16,0
2005,Binghamton University,Bearcats,16,13,0
2004,Binghamton University,Bearcats,12,17,0
2003,Binghamton University,Bearcats,14,16,0
2002,Binghamton University,Bearcats,14,13,0
2001,Binghamton University,Bearcats,9,19,0
2000,Binghamton University,Bearcats,14,14,0
1999,Binghamton University,Bearcats,14,12,0
1998,Binghamton University,Bearcats,13,14,0
1997,Binghamton University,Bearcats,17,10,0
1996,Binghamton University,Bearcats,8,17,0
1995,Binghamton University,Bearcats,10,15,0
1994,Binghamton University,Bearcats,11,13,0
1993,Binghamton University,Bearcats,23,7,0
1992,Binghamton University,Bearcats,19,9,0
1991,Binghamton University,Bearcats,19,7,0
1990,Binghamton University,Bearcats,9,16,0
1989,Binghamton University,Bearcats,8,17,0
1988,Binghamton University,Bearcats,7,18,0
1987,Binghamton University,Bearcats,9,17,0
1986,Binghamton University,Bearcats,10,15,0
1985,Binghamton University,Bearcats,14,14,0
1984,Binghamton University,Bearcats,14,11,0
1983,Binghamton University,Bearcats,16,10,0
1982,Binghamton University,Bearcats,11,14,0
1981,Binghamton University,Bearcats,4,17,0
1980,Binghamton University,Bearcats,10,15,0
1979,Binghamton University,Bearcats,5,19,0
1978,Binghamton University,Bearcats,7,17,0
1977,Binghamton University,Bearcats,10,14,0
1976,Binghamton University,Bearcats,8,16,0
1975,Binghamton University,Bearcats,13,11,0
1974,Binghamton University,Bearcats,13,10,0
1973,Binghamton University,Bearcats,9,15,0
2016,Boise State University,Broncos,20,12,0
2015,Boise State University,Broncos,20,12,0
2014,Boise State University,Broncos,25,9,0
2013,Boise State University,Broncos,21,13,0
2012,Boise State University,Broncos,21,11,0
2011,Boise State University,Broncos,13,17,0
2010,Boise State University,Broncos,22,13,0
2009,Boise State University,Broncos,15,17,0
2008,Boise State University,Broncos,19,13,0
2007,Boise State University,Broncos,25,9,0
2006,Boise State University,Broncos,17,14,0
2005,Boise State University,Broncos,14,15,0
2004,Boise State University,Broncos,16,18,0
2003,Boise State University,Broncos,23,10,0
2002,Boise State University,Broncos,13,16,0
2001,Boise State University,Broncos,13,17,0
2000,Boise State University,Broncos,17,14,0
1999,Boise State University,Broncos,12,15,0
1998,Boise State University,Broncos,21,8,0
1997,Boise State University,Broncos,17,13,0
1996,Boise State University,Broncos,14,13,0
1995,Boise State University,Broncos,15,13,0
1994,Boise State University,Broncos,17,10,0
1993,Boise State University,Broncos,17,13,0
1992,Boise State University,Broncos,21,8,0
1991,Boise State University,Broncos,16,13,0
1990,Boise State University,Broncos,18,11,0
1989,Boise State University,Broncos,12,15,0
1988,Boise State University,Broncos,23,7,0
1987,Boise State University,Broncos,24,6,0
1986,Boise State University,Broncos,22,8,0
1985,Boise State University,Broncos,12,16,0
1984,Boise State University,Broncos,16,13,0
1983,Boise State University,Broncos,15,13,0
1982,Boise State University,Broncos,10,17,0
1981,Boise State University,Broncos,12,14,0
1980,Boise State University,Broncos,7,19,0
1979,Boise State University,Broncos,10,16,0
1978,Boise State University,Broncos,11,15,0
1977,Boise State University,Broncos,13,14,0
1976,Boise State University,Broncos,10,16,0
1975,Boise State University,Broncos,18,11,0
1974,Boise State University,Broncos,13,13,0
1973,Boise State University,Broncos,12,14,0
1972,Boise State University,Broncos,11,15,0
1971,Boise State University,Broncos,14,12,0
2016,Boston College,Eagles,9,23,0
2015,Boston College,Eagles,7,25,0
2014,Boston College,Eagles,13,19,0
2013,Boston College,Eagles,8,24,0
2012,Boston College,Eagles,16,17,0
2011,Boston College,Eagles,9,22,0
2010,Boston College,Eagles,21,13,0
2009,Boston College,Eagles,15,16,0
2008,Boston College,Eagles,22,12,0
2007,Boston College,Eagles,14,17,0
2006,Boston College,Eagles,21,12,0
2005,Boston College,Eagles,28,8,0
2004,Boston College,Eagles,25,5,0
2003,Boston College,Eagles,24,10,0
2002,Boston College,Eagles,19,12,0
2001,Boston College,Eagles,20,12,0
2000,Boston College,Eagles,27,5,0
1999,Boston College,Eagles,11,19,0
1998,Boston College,Eagles,6,21,0
1997,Boston College,Eagles,15,16,0
1996,Boston College,Eagles,22,9,0
1995,Boston College,Eagles,19,11,0
1994,Boston College,Eagles,9,19,0
1993,Boston College,Eagles,23,11,0
1992,Boston College,Eagles,18,13,0
1991,Boston College,Eagles,17,14,0
1990,Boston College,Eagles,11,19,0
1989,Boston College,Eagles,8,20,0
1988,Boston College,Eagles,12,17,0
1987,Boston College,Eagles,18,15,0
1986,Boston College,Eagles,11,18,0
1985,Boston College,Eagles,13,15,0
1984,Boston College,Eagles,20,11,0
1983,Boston College,Eagles,18,12,0
1982,Boston College,Eagles,25,7,0
1981,Boston College,Eagles,22,10,0
1980,Boston College,Eagles,23,7,0
1979,Boston College,Eagles,19,10,0
1978,Boston College,Eagles,21,9,0
1977,Boston College,Eagles,15,11,0
1976,Boston College,Eagles,8,18,0
1975,Boston College,Eagles,9,17,0
1974,Boston College,Eagles,21,9,0
1973,Boston College,Eagles,21,9,0
1972,Boston College,Eagles,11,14,0
1971,Boston College,Eagles,13,13,0
1970,Boston College,Eagles,15,11,0
1969,Boston College,Eagles,11,13,0
1968,Boston College,Eagles,24,4,0
1967,Boston College,Eagles,17,8,0
1966,Boston College,Eagles,21,3,0
1965,Boston College,Eagles,21,5,0
1964,Boston College,Eagles,21,7,0
1963,Boston College,Eagles,10,11,0
1962,Boston College,Eagles,10,16,0
1961,Boston College,Eagles,15,7,0
1960,Boston College,Eagles,14,9,0
1959,Boston College,Eagles,11,14,0
1958,Boston College,Eagles,17,9,0
1957,Boston College,Eagles,15,6,0
1956,Boston College,Eagles,12,11,0
1955,Boston College,Eagles,6,17,0
1954,Boston College,Eagles,8,18,0
1953,Boston College,Eagles,11,11,0
1952,Boston College,Eagles,7,15,0
1951,Boston College,Eagles,22,5,0
1950,Boston College,Eagles,17,11,0
1949,Boston College,Eagles,11,9,0
1948,Boston College,Eagles,9,9,0
1947,Boston College,Eagles,13,10,0
1946,Boston College,Eagles,12,10,0
1945,Boston College,Eagles,3,10,0
1924,Boston College,Eagles,6,5,0
1923,Boston College,Eagles,8,3,0
1922,Boston College,Eagles,4,5,0
1921,Boston College,Eagles,3,7,0
1920,Boston College,Eagles,7,6,0
1919,Boston College,Eagles,5,3,0
1918,Boston College,Eagles,4,1,0
1916,Boston College,Eagles,2,3,0
1910,Boston College,Eagles,2,4,0
1906,Boston College,Eagles,1,3,0
1905,Boston College,Eagles,7,18,0
1904,Boston College,Eagles,6,8,0
2016,Boston University,Terriers,18,14,0
2015,Boston University,Terriers,19,15,0
2014,Boston University,Terriers,13,17,0
2013,Boston University,Terriers,24,11,0
2012,Boston University,Terriers,17,13,0
2011,Boston University,Terriers,16,16,0
2010,Boston University,Terriers,21,14,0
2009,Boston University,Terriers,21,14,0
2008,Boston University,Terriers,17,13,0
2007,Boston University,Terriers,14,17,0
2006,Boston University,Terriers,12,18,0
2005,Boston University,Terriers,12,16,0
2004,Boston University,Terriers,20,9,0
2003,Boston University,Terriers,23,6,0
2002,Boston University,Terriers,20,11,0
2001,Boston University,Terriers,22,10,0
2000,Boston University,Terriers,14,14,0
1999,Boston University,Terriers,7,22,0
1998,Boston University,Terriers,9,18,0
1997,Boston University,Terriers,19,11,0
1996,Boston University,Terriers,25,5,0
1995,Boston University,Terriers,18,11,0
1994,Boston University,Terriers,15,16,0
1993,Boston University,Terriers,11,16,0
1992,Boston University,Terriers,6,21,0
1991,Boston University,Terriers,10,18,0
1990,Boston University,Terriers,11,18,0
1989,Boston University,Terriers,18,12,0
1988,Boston University,Terriers,21,9,0
1987,Boston University,Terriers,23,8,0
1986,Boston University,Terriers,18,12,0
1985,Boston University,Terriers,21,10,0
